Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert,CleanedName,lat,lon
2023-08-15,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-15,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,8.5,,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-15,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,2.0,300.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-15,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-22,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,12.6,,Reservoir Höngg,,
2023-08-22,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.9,,Reservoir Höngg,,
2023-08-22,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,95522.0,,Reservoir Höngg,,
2023-08-22,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,12.6,,Reservoir Höngg,,
2023-08-22,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.7,,Reservoir Höngg,,
2023-08-22,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,98344.0,,Reservoir Höngg,,
2023-08-22,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Temperatur,Allgemeine Parameter,°C,,16.6,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-08-22,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-08-22,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,25322.0,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-08-22,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Temperatur,Allgemeine Parameter,°C,,16.4,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-08-22,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,0.8,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-08-22,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,27567.0,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-08-22,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Temperatur,Allgemeine Parameter,°C,,14.8,,Reservoir Käferberg,47.4036605,8.52299175722067
2023-08-22,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.4,,Reservoir Käferberg,47.4036605,8.52299175722067
2023-08-22,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,36650.0,,Reservoir Käferberg,47.4036605,8.52299175722067
2023-08-22,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,Temperatur,Allgemeine Parameter,°C,,14.6,,Reservoir Käferberg,47.4036605,8.52299175722067
2023-08-22,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.5,,Reservoir Käferberg,47.4036605,8.52299175722067
2023-08-22,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,41678.0,,Reservoir Käferberg,47.4036605,8.52299175722067
2023-08-22,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,Temperatur,Allgemeine Parameter,°C,,15.6,,Reservoir Glaubten,47.407548950000006,8.521892994503235
2023-08-22,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,0.8,,Reservoir Glaubten,47.407548950000006,8.521892994503235
2023-08-22,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,24911.0,,Reservoir Glaubten,47.407548950000006,8.521892994503235
2023-08-22,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,Temperatur,Allgemeine Parameter,°C,,13.8,,Reservoir Glaubten,47.407548950000006,8.521892994503235
2023-08-22,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.1,,Reservoir Glaubten,47.407548950000006,8.521892994503235
2023-08-22,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,31906.0,,Reservoir Glaubten,47.407548950000006,8.521892994503235
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,Temperatur,Allgemeine Parameter,°C,,14.2,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.2,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,30833.0,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,Temperatur,Allgemeine Parameter,°C,,15.0,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.0,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,33686.0,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,Temperatur,Allgemeine Parameter,°C,,14.2,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.2,,Reservoir Strickhof,,
2023-08-22,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,40594.0,,Reservoir Strickhof,,
2023-08-22,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,Temperatur,Allgemeine Parameter,°C,,9.2,,Reservoir Orelli,47.3833732,8.569329450000001
2023-08-22,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,,Reservoir Orelli,47.3833732,8.569329450000001
2023-08-22,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,92539.0,,Reservoir Orelli,47.3833732,8.569329450000001
2023-08-22,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,Temperatur,Allgemeine Parameter,°C,,9.0,,Reservoir Orelli,47.3833732,8.569329450000001
2023-08-22,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Reservoir Orelli,47.3833732,8.569329450000001
2023-08-22,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,98250.0,,Reservoir Orelli,47.3833732,8.569329450000001
2023-08-22,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,Temperatur,Allgemeine Parameter,°C,,8.8,,Reservoir Looren,47.369780649999996,8.58867465
2023-08-22,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.2,,Reservoir Looren,47.369780649999996,8.58867465
2023-08-22,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,84517.0,,Reservoir Looren,47.369780649999996,8.58867465
2023-08-22,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,Temperatur,Allgemeine Parameter,°C,,8.4,,Reservoir Looren,47.369780649999996,8.58867465
2023-08-22,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,,Reservoir Looren,47.369780649999996,8.58867465
2023-08-22,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,90933.0,,Reservoir Looren,47.369780649999996,8.58867465
2023-08-22,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,Temperatur,Allgemeine Parameter,°C,,8.2,,Reservoir Sonnenberg,,
2023-08-22,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.4,,Reservoir Sonnenberg,,
2023-08-22,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,85067.0,,Reservoir Sonnenberg,,
2023-08-22,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,Temperatur,Allgemeine Parameter,°C,,7.8,,Reservoir Sonnenberg,,
2023-08-22,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.2,,Reservoir Sonnenberg,,
2023-08-22,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,80900.0,,Reservoir Sonnenberg,,
2023-08-22,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Temperatur,Allgemeine Parameter,°C,,11.9,,Reservoir Witikon,,
2023-08-22,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Reservoir Witikon,,
2023-08-22,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,89750.0,,Reservoir Witikon,,
2023-08-22,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Temperatur,Allgemeine Parameter,°C,,12.4,,Reservoir Witikon,,
2023-08-22,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.1,,Reservoir Witikon,,
2023-08-22,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,106122.0,,Reservoir Witikon,,
2023-08-29,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Temperatur,Allgemeine Parameter,°C,,11.9,,Reservoir Ris,47.323431,8.503036057497177
2023-08-29,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,123367.0,,Reservoir Ris,47.323431,8.503036057497177
2023-08-29,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Temperatur,Allgemeine Parameter,°C,,12.1,,Reservoir Ris,47.323431,8.503036057497177
2023-08-29,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,125078.0,,Reservoir Ris,47.323431,8.503036057497177
2023-08-29,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Temperatur,Allgemeine Parameter,°C,,11.5,,Reservoir Leimbach,47.325221799999994,8.507085680776362
2023-08-29,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,106783.0,,Reservoir Leimbach,47.325221799999994,8.507085680776362
2023-08-29,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Temperatur,Allgemeine Parameter,°C,,11.5,,Reservoir Leimbach,47.325221799999994,8.507085680776362
2023-08-29,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,105139.0,,Reservoir Leimbach,47.325221799999994,8.507085680776362
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,9.2,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,103244.0,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,9.2,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,100972.0,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,9.6,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,,Reservoir Frauental,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,96811.0,,Reservoir Frauental,,
2023-08-29,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Temperatur,Allgemeine Parameter,°C,,11.6,,Reservoir Friesenberg,,
2023-08-29,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,,Reservoir Friesenberg,,
2023-08-29,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,108900.0,,Reservoir Friesenberg,,
2023-08-29,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Temperatur,Allgemeine Parameter,°C,,11.6,,Reservoir Friesenberg,,
2023-08-29,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.6,,Reservoir Friesenberg,,
2023-08-29,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,91617.0,,Reservoir Friesenberg,,
2023-08-29,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Temperatur,Allgemeine Parameter,°C,,15.8,,Reservoir Uetliberg,47.3499063,8.4909023
2023-08-29,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Reservoir Uetliberg,47.3499063,8.4909023
2023-08-29,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,108022.0,,Reservoir Uetliberg,47.3499063,8.4909023
2023-08-29,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Temperatur,Allgemeine Parameter,°C,,15.8,,Reservoir Uetliberg,47.3499063,8.4909023
2023-08-29,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,,Reservoir Uetliberg,47.3499063,8.4909023
2023-08-29,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,101022.0,,Reservoir Uetliberg,47.3499063,8.4909023
2023-08-29,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Temperatur,Allgemeine Parameter,°C,,10.2,,Reservoir Albisrieden,47.37198385,8.472084951797266
2023-08-29,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,,Reservoir Albisrieden,47.37198385,8.472084951797266
2023-08-29,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,117850.0,,Reservoir Albisrieden,47.37198385,8.472084951797266
2023-08-29,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Temperatur,Allgemeine Parameter,°C,,9.3,,Reservoir Albisrieden,47.37198385,8.472084951797266
2023-08-29,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.2,,Reservoir Albisrieden,47.37198385,8.472084951797266
2023-08-29,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,92539.0,,Reservoir Albisrieden,47.37198385,8.472084951797266
2023-08-29,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Temperatur,Allgemeine Parameter,°C,,9.1,,Reservoir Waldegg/GALM,,
2023-08-29,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.0,,Reservoir Waldegg/GALM,,
2023-08-29,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,83394.0,,Reservoir Waldegg/GALM,,
2023-08-29,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Temperatur,Allgemeine Parameter,°C,,9.1,,Reservoir Waldegg/GALM,,
2023-08-29,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.7,,Reservoir Waldegg/GALM,,
2023-08-29,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,78283.0,,Reservoir Waldegg/GALM,,
2023-08-29,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,8.9,,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-29,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-29,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,97806.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-29,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,8.9,,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-29,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.2,,Reservoir Lyren,47.37964805,8.472921427503902
2023-08-29,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500.0,77478.0,,Reservoir Lyren,47.37964805,8.472921427503902
2023-09-05,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,11.6,,Reservoir Höngg,,
2023-09-05,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Reservoir Höngg,,
2023-09-05,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-09-05,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,11.6,,Reservoir Höngg,,
2023-09-05,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,6.0,300.0,Reservoir Höngg,,
2023-09-05,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Höngg,,
2023-09-05,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Temperatur,Allgemeine Parameter,°C,,15.8,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-09-05,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,4.0,300.0,Reservoir Waidberg,47.40290225,8.51402519217839
2023-09-05,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Waidberg,47.40290225,8.51402519217839
2023-09-05,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Temperatur,Allgemeine Parameter,°C,,15.9,,Reservoir Waidberg,47.40290225,8.51402519217839
2023-09-05,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1.0,7.0,300.0,Reservoir Waidberg,47.40290225,8.51402519217839
2023-09-05,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Enterokokken,Biologische Parameter,KbE/100 mL,1.0,,0.0,Reservoir Waidberg,47.40290225,8.51402519217839
2023-09-05,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Temperatur,Allgemeine Parameter,°C,,14.7,,Reservoir Käferberg,47.4036605,8.52299175722067
